,Close,High,Low,Open,psUnix
0,0,0,0,0,1620244800
1,1.003330499805767532821991668345057,1.003330499805767532821991668345057,1.000670945810008141521474838399493,1.000670945810008141521474838399493,1620252000
2,1.004748433444582252957116987515151,1.004748433444582252957116987515151,1.004748433444582252957116987515151,1.004748433444582252957116987515151,1620262800
3,1.006664985999644432628318652694507,1.006664985999644432628318652694507,1.006664985999644432628318652694507,1.006664985999644432628318652694507,1620266400
4,1.003984682791661777720546153383465,1.003984682791661777720546153383465,1.003984682791661777720546153383465,1.003984682791661777720546153383465,1620280800
5,1.007910761268254631289537065128644,1.007910761268254631289537065128644,1.001692522394754137572990928363323,1.00464019309850293074594147700938,1620291600
6,1.017966665351174340995541928094943,1.017966665351174340995541928094943,1.017966665351174340995541928094943,1.017966665351174340995541928094943,1620298800
7,1.00462626682568593700620555936153,1.00462626682568593700620555936153,1.00462626682568593700620555936153,1.00462626682568593700620555936153,1620306000
8,1.00462626682568593700620555936153,1.00462626682568593700620555936153,1.00462626682568593700620555936153,1.00462626682568593700620555936153,1620309600
9,1.004808853659815744613354150610524,1.004808853659815744613354150610524,1.004808853659815744613354150610524,1.004808853659815744613354150610524,1620324000
10,1.00484415006032494801296025379577,1.00484415006032494801296025379577,1.00484415006032494801296025379577,1.00484415006032494801296025379577,1620331200
11,1.005458889515722660279734945326071,1.005458889515722660279734945326071,1.005458889515722660279734945326071,1.005458889515722660279734945326071,1620338400
12,1.005475576899749642406075775567903,1.005475576899749642406075775567903,1.005475576899749642406075775567903,1.005475576899749642406075775567903,1620345600
13,0.9916794364511087543575880209184438,1.004806499197734488633217530403846,0.9916794364511087543575880209184438,1.004806499197734488633217530403846,1620356400
14,1.001145223664305522021091116556622,1.001145223664305522021091116556622,1.001145223664305522021091116556622,1.001145223664305522021091116556622,1620360000
15,0.9991615712962515675663266488496949,0.9991615712962515675663266488496949,0.9991615712962515675663266488496949,0.9991615712962515675663266488496949,1620367200
16,0.9995515442540499702596842073805914,0.9995515442540499702596842073805914,0.9995515442540499702596842073805914,0.9995515442540499702596842073805914,1620388800
17,1.002688659498696391564400398291187,1.002688659498696391564400398291187,1.001705261345412698967922743127715,1.001705261345412698967922743127715,1620392400
18,1.004925611448916785174483335420782,1.004925611448916785174483335420782,1.004925611448916785174483335420782,1.004925611448916785174483335420782,1620399600
19,1.000661812132199889975255574470508,1.000661812132199889975255574470508,1.000343522463922172638432378463027,1.000343522463922172638432378463027,1620414000
20,1.000718878370463481010280719704807,1.000718878370463481010280719704807,1.000718878370463481010280719704807,1.000718878370463481010280719704807,1620424800
21,1.00330060137055302470565804952038,1.00330060137055302470565804952038,1.000801730082475349291262069101953,1.000801730082475349291262069101953,1620428400
22,1.003658894626742141511025876173419,1.003658894626742141511025876173419,1.003658894626742141511025876173419,1.003658894626742141511025876173419,1620547200
23,1.004222890563559362044753572020594,1.004222890563559362044753572020594,1.004222890563559362044753572020594,1.004222890563559362044753572020594,1620550800
24,1.004258156093191017649129327051549,1.004258156093191017649129327051549,1.004258156093191017649129327051549,1.004258156093191017649129327051549,1620558000
25,1.004900257846547236240820233345301,1.004900257846547236240820233345301,1.004900257846547236240820233345301,1.004900257846547236240820233345301,1620565200
26,1.00497048024477913843192609667215,1.00497048024477913843192609667215,1.00497048024477913843192609667215,1.00497048024477913843192609667215,1620601200
27,1.005988074792508949620202784464286,1.005988074792508949620202784464286,1.005988074792508949620202784464286,1.005988074792508949620202784464286,1620604800
28,1.005126966357474705619778389995851,1.005126966357474705619778389995851,1.005126966357474705619778389995851,1.005126966357474705619778389995851,1620676800
29,1.005081313845274294557836351304077,1.005081313845274294557836351304077,1.005081313845274294557836351304077,1.005081313845274294557836351304077,1620716400
30,1.002206062002387743010617756327299,1.002206062002387743010617756327299,1.002206062002387743010617756327299,1.002206062002387743010617756327299,1620932400
31,0.9990830859176672940858684935870563,0.9990830859176672940858684935870563,0.9990830859176672940858684935870563,0.9990830859176672940858684935870563,1620957600
32,1.000401913124107378789496798431162,1.000401913124107378789496798431162,1.000401913124107378789496798431162,1.000401913124107378789496798431162,1620968400
